CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
102037,674,Germany,Male,39,2,87944.43,2,1,0,124600.29,0
102038,760,Spain,Female,55,2,136788.57,1,0,1,197692.82,1
102039,328,Spain,Male,69,1,56926.83,3,1,0,36264.23,1
102040,301,Spain,Female,40,8,156448.35,3,1,0,78772.06,0
102041,751,Germany,Male,76,5,130626.54,2,1,1,90404.34,0
102042,437,Spain,Male,51,7,60476.32,4,1,1,163969.33,1
102043,320,France,Female,29,2,35197.69,1,0,0,144117.37,0
102044,472,France,Male,18,5,169849.48,2,1,1,198446.9,0
102045,580,Germany,Male,30,10,20185.01,1,1,0,182964.16,0
102046,396,Spain,Female,47,2,219639.39,3,0,1,35426.59,0
102047,767,France,Male,46,8,203828.31,1,1,0,69402.96,0
102048,478,France,Female,54,1,56182.43,3,0,1,85392.37,0
102049,680,Spain,Male,38,8,2611.22,1,0,0,76696.91,0
102050,326,France,Female,18,9,147679.4,2,1,1,77418.79,0
102051,513,Spain,Male,52,7,20187.52,2,1,0,13463.25,0
102052,673,Spain,Male,59,0,25020.37,1,0,1,100977.07,0
102053,859,France,Male,57,1,87440.37,2,0,0,41175.67,0
102054,724,Spain,Female,37,10,119248.72,3,0,1,90243.49,0
102055,580,France,Male,32,7,137642.81,2,1,1,159974.52,0
102056,542,Spain,Male,32,4,13502.25,4,0,1,65418.53,1
102057,458,Germany,Female,39,2,133292.49,4,1,1,131215.53,0
102058,862,France,Male,38,8,13443.66,4,1,0,45432.78,0
102059,306,Germany,Male,78,6,159401.79,4,1,1,61418.03,0
102060,439,Germany,Male,72,6,212750.53,1,0,0,136603.64,1
102061,705,France,Female,29,3,95212.92,4,1,0,182641.47,0
102062,604,France,Female,29,10,246592.28,2,0,1,99797.19,0
102063,358,Germany,Male,62,10,208153.32,4,1,1,133854.45,1
102064,815,Spain,Male,79,1,198380.52,4,0,1,128535.82,0
102065,670,Germany,Female,77,10,56796.37,1,1,0,75212.32,1
102066,731,France,Female,76,3,174797.77,1,0,0,130676.47,1
102067,893,France,Male,28,1,27597.03,1,1,0,74495.82,0
102068,880,Germany,Female,24,9,26402.26,3,0,0,55788.75,1
102069,621,France,Male,79,4,131496.22,1,1,1,152891.68,0
102070,806,Spain,Female,73,4,51706.17,1,1,0,79151.95,1
102071,756,Spain,Female,63,1,139517.7,4,0,0,157893.5,0
102072,319,Germany,Female,23,6,97787.62,3,1,0,156500.92,0
102073,849,Germany,Male,79,3,29476.73,1,1,0,181774.12,1
102074,317,France,Male,71,2,159271.56,1,1,1,187479.89,0
102075,531,France,Male,54,0,242332.56,1,0,1,152463.21,1
102076,549,France,Male,46,1,182757.01,1,1,1,180330.89,0
102077,748,Spain,Male,33,5,239771.04,2,0,0,176511.46,0
102078,825,Spain,Female,46,4,126230,2,0,0,17067.56,0
102079,393,France,Male,30,9,190553.87,2,0,1,56835.12,0
102080,339,Spain,Female,48,8,84730.12,4,0,0,135211.07,0
102081,418,Germany,Female,50,7,55925.75,2,1,0,41709.51,1
102082,356,Spain,Female,28,5,120128.55,2,0,0,177606.95,0
102083,871,Spain,Female,27,5,237192.79,3,0,1,171823.77,1
102084,884,Spain,Male,69,2,104276.66,2,1,1,37530.34,0
102085,712,Germany,Female,38,2,78037.6,2,0,1,193377.21,0
102086,317,Spain,Female,64,4,50486.5,1,1,0,139395.76,1
102087,354,Spain,Female,73,9,145482.25,4,1,1,100214.27,1
102088,680,Germany,Female,67,9,58811.91,1,1,0,172627.65,1
102089,735,Spain,Male,35,2,30081.31,3,1,1,66324.71,1
102090,473,France,Female,59,0,29920.22,4,1,0,148754.14,1
102091,386,Germany,Female,21,8,167735.84,4,0,0,178375.73,0
102092,624,Germany,Male,57,2,7280.71,3,0,0,154217.59,0
102093,475,Germany,Female,18,0,59262.49,3,0,0,40147.52,0
102094,360,Spain,Female,40,1,155330.3,3,0,0,45343.95,0
102095,501,Spain,Male,27,10,201284.96,3,0,0,58974.89,0
102096,476,Germany,Female,29,1,228938.94,2,0,0,130122.42,0
102097,433,Germany,Male,69,4,232650.31,2,1,1,33692.29,0
102098,750,Spain,Male,65,7,211470.99,4,0,0,190079.94,1
102099,512,France,Male,79,1,19296.67,4,1,1,197691.63,0
102100,679,Germany,Female,24,8,24555.59,2,1,1,87711.9,0
102101,409,Spain,Female,35,5,208816.18,2,0,1,168596.47,0
102102,695,Spain,Male,35,9,138306.64,4,1,0,192434.26,1
102103,723,Germany,Female,71,7,186644.2,1,0,0,92067.93,1
102104,570,Germany,Female,25,2,4268.58,2,0,0,173165.78,0
102105,633,Germany,Male,21,5,248732.97,4,0,0,22695.45,0
102106,626,Spain,Female,43,8,103.51,3,1,0,32206.33,0
102107,302,Germany,Female,56,2,94426.11,3,1,0,116726.49,0
102108,758,Germany,Female,55,8,157105.6,1,1,0,84349.41,1
102109,509,Germany,Female,80,2,58145.15,3,0,1,56641.7,0
102110,853,France,Male,20,3,492.46,4,1,0,181204.22,0
102111,674,Spain,Male,19,0,243951.38,1,1,1,144507.83,0
102112,702,Germany,Female,55,3,83335.01,3,0,0,95393,1
102113,432,Spain,Female,77,10,65099.71,1,1,0,195374.55,1
102114,668,Spain,Female,18,9,63776.03,4,1,0,191803.64,0
102115,456,Spain,Female,60,6,166059.31,1,1,0,120328.92,1
102116,584,France,Male,39,1,213487.52,3,1,1,106331.72,0
102117,451,Spain,Female,59,7,123000.75,3,1,1,55276.57,0
102118,508,Spain,Male,29,3,11367.36,2,0,0,17139.44,0
102119,622,Germany,Male,53,8,66891.43,3,0,1,198556.33,1
102120,828,Germany,Male,26,1,142180.92,2,1,1,119634.85,0
102121,514,Germany,Female,22,2,61394.03,2,1,0,33142.97,0
102122,361,France,Male,27,2,84578.16,2,0,1,85975.83,1
102123,674,Spain,Female,58,3,14508.17,1,1,0,138190.44,1
102124,517,Spain,Male,34,7,176506.89,3,1,0,165925.28,1
102125,688,Germany,Male,18,3,38404.94,3,0,1,160291.31,0
102126,569,France,Female,70,9,53778.65,4,0,1,160949.28,1
102127,895,France,Male,51,0,71986.29,4,0,1,165275.84,0
102128,704,Spain,Female,31,8,152527.09,3,0,0,115146.88,0
102129,735,France,Female,56,1,184734.22,4,0,1,71178.25,0
102130,371,Spain,Male,44,2,62867.72,4,0,0,62289.07,1
102131,649,France,Male,35,10,64486.96,1,0,1,195086.63,0
102132,763,France,Female,58,3,19907.97,2,0,0,177301.56,0
102133,607,Spain,Male,55,4,159063.11,2,1,0,71105.25,0
102134,867,Germany,Female,40,3,177558.2,1,1,0,12030.04,1
102135,699,France,Male,33,10,53987.7,4,1,0,157064.2,0
102136,899,Spain,Male,44,2,197269.68,3,1,1,159913.98,1
102137,709,Germany,Female,53,0,141532.31,1,0,0,144462.39,1
102138,767,France,Male,47,2,67884.26,2,0,0,194050.91,0
102139,829,France,Female,77,7,113687.34,1,1,0,156724.63,1
102140,593,Spain,Female,35,9,208739.93,3,0,1,114535.33,1
102141,618,France,Female,46,1,245370.41,4,0,1,194279.24,0
102142,384,Spain,Male,62,9,169743.13,2,1,0,174152.1,0
102143,450,France,Male,37,10,65765.8,1,1,0,191459.11,0
102144,544,Germany,Male,69,8,181637.17,1,0,1,65975.64,0
102145,812,France,Male,43,3,26175.41,3,0,1,44749.26,0
102146,311,Germany,Female,49,2,22896.65,2,1,1,113374.59,0
102147,453,Spain,Male,42,0,136667.91,3,0,1,25077.74,0
102148,463,France,Male,40,3,131049.1,2,0,0,114841.88,1
102149,667,France,Female,67,10,38725.44,3,1,1,144712.62,0
102150,499,Spain,Male,70,10,168147.46,2,0,1,171210.97,0
102151,829,France,Male,67,1,18884.61,2,1,0,91906.3,1
102152,409,Spain,Male,50,2,129686.46,3,0,0,93851.24,0
102153,741,Spain,Male,37,4,3695.15,4,1,0,89652.08,0
102154,789,France,Female,29,6,199742.86,1,1,0,167314.32,0
102155,688,France,Female,45,8,107473.12,3,1,1,74678.4,0
102156,848,France,Male,54,9,177365.96,3,0,0,98958.21,1
102157,398,Germany,Male,54,8,188846.65,3,1,0,65157.57,0
102158,532,France,Male,18,7,78219.63,3,1,0,187961.69,0
102159,742,Germany,Male,64,8,96425.98,1,0,0,166083.47,1
102160,789,France,Female,52,3,91536.16,4,1,1,45939.12,1
102161,810,Spain,Male,79,6,34862.21,4,0,1,78354.5,0
102162,324,Spain,Male,27,6,201213.63,3,0,0,172953.76,1
102163,566,France,Female,59,7,58180.87,2,0,1,138025.41,0
102164,568,Spain,Male,21,3,5582,3,0,1,115459.18,0
102165,567,Spain,Female,80,4,235514.29,1,0,0,106721.13,1
102166,753,Spain,Male,45,0,175623.6,3,1,1,99550.36,1
102167,632,France,Male,60,3,241641.51,1,0,0,157792.73,1
102168,458,Germany,Female,46,8,185455.02,1,1,1,64630.52,0
102169,509,Germany,Female,61,8,173226.24,4,0,0,19339.39,0
102170,670,Germany,Female,24,9,209763.88,4,0,0,92132.71,1
102171,668,France,Female,75,10,116583.93,2,1,0,116194.42,1
102172,850,Spain,Male,72,2,219090.43,2,0,0,179938.09,0
102173,702,France,Female,24,6,221177.07,2,0,0,135178.53,1
102174,629,Spain,Male,80,9,35822.13,4,0,1,90090.23,0
102175,777,Germany,Female,73,0,203412.99,2,0,1,78797.57,0
102176,457,Germany,Male,54,2,89112.92,4,0,0,18176.22,0
102177,769,Spain,Female,59,7,25144.06,4,1,1,115669.67,1
102178,496,Spain,Female,21,4,164911.22,2,1,0,50705.84,0
102179,842,Germany,Female,50,6,100303.06,3,1,1,69238.55,0
102180,353,Germany,Male,49,7,126831.8,1,0,1,16221.09,0
102181,375,France,Male,77,10,176333.92,3,0,1,184520.45,0
102182,852,Spain,Male,23,4,171439.85,1,0,0,27433.5,0
102183,717,France,Male,31,4,145921.38,2,0,1,52718.79,0
102184,669,Spain,Female,71,4,217289.4,4,1,1,88495.46,0
102185,865,France,Male,29,7,135536.79,3,0,1,132967.29,0
102186,876,Germany,Female,60,10,49464.49,4,1,1,52138.17,0
102187,730,Spain,Female,40,7,183333.09,1,1,0,153833.81,0
102188,322,Germany,Male,71,0,18031.41,3,1,0,152700.18,1
102189,345,Spain,Male,42,1,123792.52,3,0,1,168881.71,0
102190,833,Spain,Female,61,7,225641.44,4,1,0,30674.48,0
102191,561,Spain,Female,58,8,92563.14,2,1,1,192101.68,1
102192,474,Germany,Male,23,6,144789.42,2,0,0,175553.99,0
102193,428,Spain,Female,72,2,41350.72,4,0,0,180768.53,0
102194,593,France,Female,71,3,102326.67,1,1,1,190392.37,0
102195,674,France,Male,51,5,30641.96,3,0,1,40652.61,0
102196,723,Spain,Female,76,9,99655.23,3,0,0,37864.62,0
102197,785,Germany,Male,80,5,196443.43,4,1,0,26941.49,0
102198,850,France,Male,71,8,59895.69,1,0,1,84276.02,1
102199,688,Spain,Male,36,4,57471.36,1,0,1,103132.22,0
102200,843,Spain,Male,72,7,202251.53,2,0,1,128328.87,0
102201,710,Spain,Male,77,6,225059.73,4,1,0,42187.57,0
102202,664,France,Male,67,10,100490.41,3,1,1,44213.98,0
102203,692,France,Female,60,2,232247.5,3,0,0,54578.84,0
102204,618,Germany,Female,75,10,25681.84,4,1,0,184896.81,0
102205,773,Spain,Female,38,4,155025.59,2,1,1,66280.57,0
102206,814,France,Female,20,3,62483.86,2,1,1,128530.7,1
102207,879,Spain,Male,28,10,3017.95,4,0,0,152977.44,0
102208,869,France,Male,41,1,129911.26,1,1,0,180703.8,0
102209,865,Spain,Male,76,1,186653.59,4,1,1,188182.68,0
102210,495,Spain,Female,31,9,141840.07,2,0,1,45790.94,0
102211,371,France,Male,79,8,199649.32,1,0,1,183104.3,0
102212,849,Germany,Male,71,8,201006.78,1,1,1,157512.06,0
102213,463,Germany,Female,62,10,131893.54,4,0,0,111417.26,0
102214,358,Germany,Male,61,4,20468.67,1,0,0,44950.28,1
102215,337,Germany,Female,57,8,80113.07,1,1,1,111523.1,0
102216,512,Spain,Male,34,7,76803.01,4,1,0,123233.07,0
102217,871,France,Female,71,5,2395.9,4,0,1,31454.45,0
102218,758,France,Female,66,8,90160.11,3,1,0,37159.8,1
102219,535,Spain,Male,55,2,106469.06,1,0,0,19802.52,1
102220,825,Germany,Male,76,6,34650.94,2,0,0,73531.31,0
102221,425,Spain,Male,49,10,241079.62,4,0,1,84533.28,1
102222,898,Spain,Female,28,1,96674.75,3,1,1,150780.22,0
102223,839,Spain,Male,27,8,209248.77,1,0,1,171811.04,0
102224,639,France,Female,19,5,241271.13,3,1,0,38657.48,1
102225,687,France,Female,55,7,101320.36,2,1,0,39510.41,0
102226,415,Germany,Male,28,7,154991.51,4,0,0,75574.07,0
102227,527,Germany,Female,30,0,110405.19,4,0,0,132520.82,0
102228,783,Spain,Male,28,1,168774.04,1,0,0,168578.2,0
102229,855,Germany,Female,24,3,208686.24,1,1,1,77200.66,1
102230,613,France,Male,32,7,135680.12,1,1,1,36996.39,0
102231,460,Spain,Female,69,2,122705.26,1,0,0,140188.02,1
102232,306,France,Male,50,4,162775.21,2,0,0,37395.73,0
102233,578,Germany,Female,28,4,34046.94,2,1,1,73781.14,0
102234,533,France,Female,56,3,89001.03,4,0,1,178132.4,0
102235,548,Spain,Female,52,9,26731.62,3,0,0,132919.72,0
102236,821,France,Male,43,5,82160.11,4,1,0,150728.85,0
102237,510,Spain,Female,64,10,64551.86,2,1,1,82905.81,0
102238,899,Germany,Male,71,2,178361.03,4,0,1,64230.41,0
102239,560,France,Male,51,5,204804.06,2,0,1,128274.16,1
102240,336,France,Male,78,3,48665.34,1,1,1,198270.5,0
102241,826,Spain,Male,67,0,167363.43,2,0,1,149052.4,0
102242,504,Spain,Male,66,1,241658.4,1,1,0,19941.81,1
102243,799,France,Female,22,5,80930.13,2,0,0,67922.5,1
102244,466,France,Female,29,5,44576.88,2,1,1,29460.93,0
102245,456,Germany,Male,49,8,19353.5,3,0,0,112445.33,1
102246,485,France,Female,63,9,231875.21,1,1,1,45873.97,0
102247,899,Germany,Male,76,8,154119.4,2,1,0,105210.56,0
102248,725,Germany,Female,20,7,116642.09,1,1,0,157273.91,0
102249,789,Germany,Male,50,10,234187.33,3,0,0,156556.96,1
102250,437,France,Female,46,3,1785.93,3,0,0,42402.27,0
102251,666,France,Female,43,3,56989.3,1,1,0,156436.96,0
102252,596,Spain,Male,57,3,197860.7,1,0,1,101273.04,1
102253,327,Germany,Female,70,2,166111.32,1,0,1,114866.3,0
102254,826,France,Male,62,9,231054.04,4,0,1,92532.63,0
102255,322,Germany,Male,31,8,111571.28,1,0,0,24408.33,0
102256,811,Germany,Male,65,2,160337.81,1,0,1,90807.97,0
102257,390,Germany,Female,35,1,249042.74,4,1,1,34754.55,0
102258,865,Germany,Male,62,6,204314.92,3,0,0,28513.07,0
102259,750,Spain,Female,61,8,23172.2,1,1,0,100344.05,1
102260,421,France,Female,76,10,174457,4,0,0,52779.3,0
102261,508,Germany,Male,43,4,193130.23,2,1,1,29558.9,0
102262,350,Spain,Female,46,9,246473.96,3,1,0,98886.54,0
102263,349,France,Male,19,1,8572.96,1,1,0,120977.69,0
102264,571,Germany,Male,34,6,989.21,4,1,0,81116.09,0
102265,315,Germany,Male,63,7,165781.21,3,1,1,150394.17,0
102266,441,Germany,Male,62,2,17093.7,2,1,0,132079.9,0
102267,610,Spain,Male,36,8,13726.09,3,0,1,137678.32,1
102268,621,Germany,Male,34,9,91255.48,2,0,1,91352.06,1
102269,868,Germany,Female,73,6,125329.86,1,1,1,196530.23,1
102270,477,Spain,Female,43,10,412.43,4,1,1,10373.94,0
102271,880,Spain,Male,65,1,248926.85,4,0,0,126226.49,0
102272,396,Germany,Male,40,1,165454.05,1,1,1,121164.9,0
102273,685,Germany,Male,45,6,55453.18,3,0,1,97822.23,0
102274,648,Germany,Female,57,6,96830.76,1,1,1,130097.03,0
102275,890,France,Female,44,3,232125.91,1,0,0,158786.52,0
102276,884,Germany,Female,49,3,104480.9,4,0,0,78653.08,0
102277,511,Germany,Female,53,8,101982.43,3,0,0,63848.57,1
102278,595,Germany,Male,21,9,53836.29,3,0,0,82076.63,1
102279,471,Spain,Female,39,7,37653.97,1,1,0,48912.26,0
102280,327,Germany,Female,42,9,43859.41,1,0,0,191854.38,1
102281,514,Germany,Female,78,3,132890.82,4,1,1,134556.3,1
102282,723,Germany,Female,64,9,209781.23,2,1,1,181498.76,0
102283,728,France,Female,53,6,240587.23,2,0,1,188173.69,0
102284,677,France,Male,33,3,212361.94,4,0,0,78601.51,0
102285,691,France,Male,60,2,142314.62,4,0,1,36773.1,0
102286,728,Germany,Male,21,9,137932.55,1,1,0,77740.81,0
102287,422,Germany,Female,63,4,50162.62,3,1,0,176351.2,0
102288,385,Spain,Female,32,2,106518.86,3,0,0,190236.31,0
102289,664,Spain,Male,47,7,83765.96,2,0,1,141678.87,0
102290,460,France,Male,34,2,119851.08,3,1,0,107682.02,0
102291,783,Spain,Male,40,0,153180.51,2,1,1,127068.34,1
102292,524,France,Male,62,0,67030.15,4,0,1,102831.93,0
102293,352,Spain,Male,72,0,170675.98,4,1,1,94896.82,1
102294,713,Spain,Female,70,2,97588.23,2,0,1,57885.45,0
102295,424,Spain,Male,43,1,68611.12,3,1,0,165204.87,0
102296,668,Spain,Female,25,2,181940,3,0,0,142409.67,0
102297,584,Germany,Female,22,9,40489.1,1,1,0,122945.37,1
102298,517,France,Male,72,6,71016.86,2,1,0,22437.59,0
102299,374,France,Female,61,2,162499.45,4,1,0,74117.66,1
102300,629,Germany,Female,68,4,9643.99,1,1,0,15432.99,1
102301,357,France,Male,46,2,143317.42,3,0,0,60807.05,0
102302,310,Germany,Female,26,2,25524.74,2,1,1,20720.71,0
102303,602,France,Female,51,8,143012.12,1,1,0,82888.36,1
102304,443,France,Male,66,0,224968.28,3,1,1,10277.3,0
102305,359,Germany,Female,22,7,240450.04,3,1,1,115063.34,0
102306,714,France,Female,27,0,67743.3,2,1,0,100195.21,0
102307,558,France,Male,42,7,175269.18,3,0,1,195799.98,0
102308,582,Germany,Female,74,3,25074.74,1,0,1,157269.58,1
102309,552,Spain,Male,40,7,182432.77,3,0,0,73222.13,0
102310,614,Germany,Male,77,3,78004.46,2,1,1,101387.39,0
102311,318,France,Female,62,5,122320.8,4,1,0,152687.76,0
102312,779,Spain,Female,50,4,26829.06,2,0,0,192483.51,0
102313,624,France,Male,75,9,140477.61,1,0,1,36584.41,0
102314,452,France,Male,23,7,10055.7,4,0,0,28904.55,1
102315,443,Spain,Female,20,7,232650.59,3,1,1,87543.99,0
102316,869,Germany,Male,40,5,60628.84,2,0,0,96904.76,0
102317,658,Germany,Male,76,3,57265.01,2,1,0,67825.83,1
102318,859,Germany,Male,41,4,78052.13,3,1,1,52199.83,0
102319,833,Germany,Male,30,10,213623.9,2,1,0,112871.45,0
102320,625,Spain,Female,34,5,129853.6,2,1,0,44954.83,1
102321,403,Spain,Female,32,3,3205.95,4,1,1,158729.15,0
102322,352,Spain,Female,40,9,70793.16,3,1,1,76170.96,0
102323,627,Spain,Male,75,8,19451.97,4,1,0,139845.8,0
102324,477,Germany,Male,64,3,175079.74,3,0,0,193028.88,0
102325,658,France,Male,52,8,33977.74,2,0,1,154233.98,0
102326,491,Spain,Female,60,4,217184.67,2,0,0,81478.97,0
102327,309,Germany,Female,26,10,45942.11,2,1,0,176943.99,0
102328,843,Spain,Female,67,9,70620.69,3,1,0,49784.55,0
102329,372,France,Female,31,9,43520.77,1,1,0,174966.42,0
102330,587,Spain,Male,34,4,6414.78,2,0,1,175472.63,1
102331,667,France,Male,74,2,191196.32,2,1,1,198633.41,1
102332,342,Spain,Male,72,2,107279.2,2,1,1,148364.04,0
102333,542,Spain,Female,46,3,116859.23,2,0,0,49599.28,0
102334,855,Germany,Male,34,6,214169.64,1,0,0,151699.41,0
102335,718,Spain,Male,52,9,57467.49,3,0,1,173423.79,1
102336,863,France,Female,22,8,99594.02,3,1,0,112982.95,0
102337,818,France,Male,40,2,84999.83,2,1,1,38435.75,0
102338,390,France,Female,75,6,220316.59,4,0,0,155447.67,0
102339,824,France,Female,39,7,232329.66,4,0,0,160591.41,0
102340,655,France,Male,45,5,60624.52,4,0,1,164667.57,0
102341,531,Germany,Male,32,7,125183.98,1,0,1,37573.79,1
102342,595,Germany,Male,65,1,150362.53,3,1,0,90288.62,0
102343,700,Germany,Female,52,3,59904.81,2,0,1,128120.73,1
102344,418,France,Female,67,2,194818.76,4,1,0,108045.91,0
102345,388,Spain,Male,54,10,226506.72,3,0,1,114635.56,0
102346,826,Spain,Male,68,6,218519.21,4,1,0,129324.12,0
102347,504,Spain,Male,40,4,135323.7,4,1,1,91179.2,1
102348,369,Spain,Female,50,4,159823.69,3,1,0,15731.52,0
102349,681,France,Male,52,6,73194.66,3,0,1,176546.28,0
102350,370,France,Male,77,2,751.47,2,1,1,199661.62,1
102351,730,Spain,Male,22,5,180962.61,4,1,1,98186.92,0
102352,659,France,Female,74,8,21522.86,1,0,0,74441.59,1
102353,624,Spain,Female,32,7,176218.11,3,1,1,122094.77,1
102354,390,Spain,Female,34,3,209269.69,3,1,0,118328.03,1
102355,433,Spain,Male,49,10,111141.21,2,0,1,118881.18,1
102356,433,Spain,Male,75,1,26218.12,2,0,0,192750.51,0
102357,698,Spain,Male,39,6,109761.11,1,1,1,193148.22,0
102358,541,Spain,Male,65,2,220413.24,3,0,1,199061.64,0
102359,794,Germany,Female,25,2,244512.14,2,1,0,120905.06,0
102360,787,Germany,Female,51,10,52330.59,3,1,1,61973.74,1
102361,749,Germany,Male,31,5,198290.67,3,0,0,151861.09,1
102362,877,France,Female,28,3,217081.84,4,1,1,164780.14,0
102363,455,Spain,Female,50,10,219294.06,3,0,0,47121.65,0
102364,492,Germany,Female,58,9,78534.33,1,1,0,128481.78,1
102365,508,Spain,Female,71,5,109918.86,3,0,1,122637.19,0
102366,879,Spain,Male,73,2,60433.94,1,1,1,47035.23,0
102367,347,Spain,Female,55,1,48799.58,3,1,1,125622.17,0
102368,635,Spain,Male,21,4,239062.16,4,1,0,11171.08,0
102369,535,France,Male,38,1,91282.36,4,1,0,128728.13,1
102370,347,Germany,Male,39,9,82623.52,4,1,0,184490.97,0
102371,547,France,Male,70,6,153447.53,4,1,1,134125.17,0
102372,654,Spain,Male,43,3,29275.46,4,0,0,161202.35,1
102373,889,Germany,Male,33,0,232050.28,3,1,0,183772.12,0
102374,580,Germany,Female,78,10,241055.57,4,1,1,54869.83,0
102375,672,Spain,Female,37,10,89063.53,3,0,0,44965.69,0
102376,724,Spain,Female,18,10,12752.14,3,1,0,114298.1,0
102377,854,Spain,Male,33,10,221526.03,4,1,0,139678.06,0
102378,336,France,Female,53,0,86325.45,4,0,0,149149.68,0
102379,689,Spain,Female,61,4,224705.99,4,1,0,192206.34,0
102380,654,France,Female,60,3,208571.17,2,1,0,133093.53,0
102381,339,Germany,Female,61,3,10380.73,3,0,1,81312.96,0
102382,754,Spain,Female,39,9,151591.9,4,1,0,128062.59,0
102383,448,France,Male,39,10,217683.16,4,1,1,191035.28,0
102384,383,France,Male,39,10,37192.3,1,1,1,125854.52,0
102385,773,Germany,Male,46,9,235265.1,3,0,0,182983.21,0
102386,716,France,Male,49,7,38034.65,1,1,0,122906.31,0
102387,376,Germany,Male,57,7,54262.39,3,0,0,88318.63,0
102388,650,Germany,Male,61,7,244790,4,1,1,116599.04,0
102389,790,Germany,Male,52,6,180516.72,4,1,0,68098.98,0
102390,598,France,Male,45,10,154885.92,3,0,1,185105.69,0
102391,554,France,Male,54,9,200861.76,3,1,1,47905.1,0
102392,800,Spain,Male,39,3,186260.64,3,1,1,11588.49,1
102393,538,Germany,Female,45,3,68033.01,3,0,0,22784.86,0
102394,322,Spain,Male,21,3,210728.63,2,1,0,171000.82,0
102395,777,Spain,Male,73,7,46782.28,1,1,0,143603.47,1
102396,595,France,Male,75,10,179652.67,3,0,0,177614.48,0
102397,702,Germany,Male,57,5,178238.7,4,1,1,135186.66,0
102398,526,Germany,Female,50,10,190351.41,2,1,0,37491.7,0
102399,706,Spain,Female,63,1,3379.45,4,0,1,55127.33,0
102400,323,France,Female,54,4,245737.16,1,1,1,157788.37,0
102401,833,Spain,Female,40,0,201881.2,4,1,0,137077.42,1
102402,811,Germany,Male,75,3,101872.93,1,1,1,159059.76,1
102403,543,France,Male,42,6,88976.78,3,1,0,38459.36,0
102404,432,Germany,Female,26,8,174638.78,3,0,1,122307.8,0
102405,837,Spain,Female,75,8,140844.43,4,0,0,103141.19,0
102406,360,Spain,Male,19,9,202190.79,3,0,0,85621.9,0
102407,744,France,Female,28,1,111665.57,3,1,0,13017.16,0
102408,540,France,Male,41,0,201739.38,2,0,1,103983.29,0
102409,379,France,Male,33,5,7985.77,4,0,1,54964.96,0
102410,790,France,Male,70,3,86967.9,4,1,0,74939.33,1
102411,701,France,Female,44,4,171105.41,3,0,1,194303.03,0
102412,867,Germany,Male,34,0,58894.07,4,0,0,148081,0
102413,600,Spain,Male,28,9,121907.12,2,0,1,12747.2,0
102414,735,France,Female,21,10,22931.14,1,0,1,137240.1,0
102415,555,Spain,Male,20,7,16480.38,2,1,0,37310.88,0
102416,542,Germany,Female,80,6,22772.68,3,0,1,42880.51,0
102417,669,France,Female,62,0,143661.66,4,1,1,177400.69,0
102418,731,France,Female,65,8,12684.26,3,0,1,90652.66,0
102419,693,Spain,Female,59,7,192510.77,3,1,0,168487.67,0
102420,390,Germany,Male,50,0,30780.63,3,1,1,143473.78,0
102421,476,France,Male,57,1,97271.01,1,0,0,192778.66,1
102422,548,France,Female,76,10,82745.23,4,0,0,195640.08,0
102423,547,Spain,Female,31,8,137525,3,0,1,33615.5,0
102424,761,Germany,Male,72,1,196756.71,4,1,1,114268.96,1
102425,385,Spain,Female,34,10,56608.71,4,0,0,162156.55,0
102426,367,France,Male,48,7,31325.96,4,0,1,30810.24,0
102427,891,Spain,Female,43,6,41287.94,1,1,0,164407.15,0
102428,757,France,Female,69,4,10884.14,2,1,0,151504.23,0
102429,488,Germany,Female,44,8,27443.34,4,0,0,14789.02,0
102430,356,France,Male,53,10,121576.34,1,0,0,32379.97,1
102431,785,Germany,Male,46,7,4424.84,3,1,1,101542.4,1
102432,450,France,Female,59,1,231067.82,4,1,1,57139.87,0
102433,822,Spain,Female,25,3,157298.61,1,1,0,161758.55,0
102434,897,Spain,Male,28,6,111040.62,3,1,1,194217.62,0
102435,576,Germany,Female,79,6,211669.73,3,1,0,157925.63,1
102436,417,Germany,Male,80,6,5320.38,2,1,0,10067.06,0
102437,666,Germany,Female,23,10,30441.93,2,1,0,100033.45,1
102438,859,France,Female,36,4,111582.66,2,0,0,167165.29,0
102439,809,France,Male,55,10,34893.19,2,0,1,160147.58,0
102440,769,France,Male,80,2,238637.51,1,0,1,14487.45,0
102441,427,France,Male,80,1,140410.84,4,0,0,61740.88,0
102442,797,Spain,Male,72,2,4639.49,1,1,0,162169.81,1
102443,570,Germany,Male,63,8,234555.18,4,0,0,173776.22,1
102444,608,France,Female,38,5,8916.28,1,1,0,27925.2,1
102445,464,Spain,Female,63,5,129493.81,1,1,1,191293.69,1
102446,444,Germany,Male,40,9,113161.23,3,0,1,169356.52,0
102447,875,Spain,Female,76,8,70230.98,2,1,1,181191.48,0
102448,709,Germany,Male,32,4,133980.67,4,0,1,52804.47,1
102449,606,Germany,Male,27,1,228512.4,1,1,1,144371.56,0
102450,873,Germany,Female,35,0,72420.93,1,1,1,52289.09,0
102451,342,Spain,Male,46,9,193019.33,1,1,1,130929.34,1
102452,566,Spain,Male,76,1,859.04,4,1,1,190516.56,0
102453,656,France,Male,48,0,214276.79,3,0,1,63279.8,0
102454,705,France,Female,39,3,17002.53,1,1,0,72159.75,0
